team,games,win,draw,loss,prizes,href_key
NiceShot,1,0,0,1,,niceshot7828
Night of Killers,0,,,,,night-of-killers2909
Night of Killers,0,,,,,night-of-killers3811
Night Raid,0,,,,,night-raid3882
Night Raid,0,,,,,night-raid9561
NightRaid,0,,,,,nightraid8025
Nihilum Gaming,3,1,0,2,,nihilum-gaming5117
NiNja ParTy,0,,,,,ninja-party
NIP Female,6,3,0,3,,nip-female
Nitrious Gaming,0,,,,,nitrious-gaming
nKnown,2,0,0,2,,nknown
NL6Ng.NTC,0,,,,,nl6ngntc
NL eSports,0,,,,,nl-esports
.no,0,,,,,no
Noble,0,,,,,noble
NOBO,3,3,0,0,,nobo
Nocturns Gaming,4,0,0,4,,nocturns-gaming3707
Nodachi,5,0,0,5,,nodachi6087
NOD Clan,0,,,,,nod-clan
NoDiceGaming,0,,,,,nodicegaming9783
"no grims, only much good!",0,,,,,no-grims-only-much-good2620
No.Identity,0,,,,,noidentity
noKappa,0,,,,,nokappa5485
NokSuKao,7,1,0,6,,noksukao
No Limit Gaming,3,0,0,3,,no-limit-gaming
nom,0,,,,,nom4542
noMERCY,6,1,1,4,,nomercy3226
NOM eSports,3,2,0,1,,nom-esports
NONAME eSports,3,0,0,3,,noname-esports-1
NONANERS,0,,,,,nonaners117
NOORG,0,,,,,noorg
NoPainNoGain,0,,,,,nopainnogain2781
No Problem!,0,,,,,no-problem
No Problem!,2,0,0,2,,no-problem1393
NOREG,12,5,0,7,,norway6780
Norse,13,5,0,8,,norse
NO SIR!,21,5,0,16,,momomomo
nostyleg33kZ,0,,,,,nostyleg33kz1060
NoTag,6,4,0,2,,notag
Not a Problem for ME,2,1,0,1,,not-a-problem-for-me8027
NOTBAD,5,1,0,4,,notbad3695
No Tenemos Nada,0,,,,,no-tenemos-nada
notkicked,2,1,0,1,,notkicked
Notus,0,,,,,notus
Nouns Esports,5,2,0,3,,nouns-esports
No Use Talking,0,,,,,no-use-talking
NPW,1,0,0,1,,npw9232
nQrrebronX,0,,,,,nqrrebronx1065
NSPR Gaming,0,,,,,nspr-gaming
nstZ!,0,,,,,nstz
Numbers,3,1,1,1,,numbers4144
Nuovo Gaming,0,,,,,nuovo-gaming
nVisin eSports,0,,,,,nvisin-esports449
nVision eSportz,0,,,,,nvision-esportz
NW,0,,,,,nw5714
NYYRIKKI Esports,0,,,,,nyyrikki-esports
O+,0,,,,,o
o4o,0,,,,,o4o2668
Obey.Alliance,4,3,0,1,,obey-alliance9718
oBG,0,,,,,obg4903
OFF Balance,3,1,0,2,,off-balance-cs-go
Off Constantly,0,,,,,off-constantly
OG GANG Squad,3,1,0,2,,og-gang-squad
Old Guys Club,5,0,0,5,,old-guys-club
omae wa mou shindeiru,1,0,0,1,,omae-wa-mou-shindeiru
OMNIPOTENCE,0,,,,,omnipotence
OnceAgainst eSports,0,,,,,onceagainst-esports
ONEGODLIKEJUNIOR,0,,,,,onegodlikejunior
One More Time,2,0,0,2,,one-more-time
Oneshot,7,1,0,6,,oneshot8588
OneThree.TSG,7,3,0,4,,onethre-tsg
One Time Wonder,0,,,,,one-time-wonder5602
onetwo,0,,,,,onetwo5219
OneWay,0,,,,,oneway
Online5,0,,,,,online5
OnlineBOTS,32,6,1,25,,mayam-gaming-cs-go
Onlineland,0,,,,,onlineland
ONLY,0,,,,,only7760
OPAA Gaming,3,0,0,3,,opaa-gaming
OpenEqualFree,2,0,0,2,,oef5652
OPENGATE,0,,,,,opengate
Operation Kino,0,,,,,operation-kino
OpTic Brasil,0,,,,,optic-brasil
OpTic India,0,,,,,optic-india
Orange eSports,0,,,,,orange-esports7774
Orbit Gaming,0,,,,,orbit-gaming2719
Order 66 (EMPIRE) Staff,9,4,0,5,,order-66-empire-staff
Org Incoming,1,0,0,1,,org-incoming8843
Orgles5,0,,,,,orgles5
orgless5,0,,,,,orgless5
Orgless5ive,2,0,1,1,,orgless5ive
Orgless Female,2,0,0,2,,orgless-female
Orgless.hu,0,,,,,orglesshu
Orgless Kings,0,,,,,orgless-kings8846
ORGLESS WARRIORS,0,,,,,orgless-warriors
Org?y,0,,,,,orgy
Orion Gaming,1,0,0,1,,orion-gaming733
orKs,0,,,,,orks
OSEF,0,,,,,osef
Otter eSports,3,2,0,1,,otter-esports4717
ouroboros,1,0,0,1,,ouroboros
Outbreak,4,2,0,2,,outbreak
out of nowhere,0,,,,,out-of-nowhere
Outsiders,2,0,0,2,,outsiders4936
Outsiders,0,,,,,outsiders
Overcome,2,0,0,2,,overcome7086
Overdrive,0,,,,,overdrive
overGame eSports,0,,,,,overgame-esports
Overrated Individuals,0,,,,,overrated-individuals
Overrated Individuals ,0,,,,,overrated-individuals-
Ownage,2,1,0,1,,ownage4988
oXzone,0,,,,,oxzone6407
PACT White,0,,,,,pact-white
PainFuL eSports,0,,,,,painful-esports9227
paiN Girls,3,1,1,1,,pain-girls
PALOMA,8,7,0,1,,paloma
Pangafett.se,0,,,,,pangafett-se2729
Panic,0,,,,,panic2077
Pansy Hippo,0,,,,,pansy-hippo3862
Panthers,0,,,,,panthers
PAPERPLANES,16,9,0,7,,paperplanes
Paper Rex,2,0,0,2,,paper-rex
Paqueta Esports,0,,,,,paqueta-esports
ParadokS,3,1,0,2,,paradoks
Paradox,0,,,,,paradox
Paragon Esports,0,,,,,paragon-esports
Paranoia,4,1,0,3,,paranoia4541
Paranoia eSports,2,0,0,2,,paranoia-esports4555
Partyastronauts,10,4,0,6,,partyastronauts
Party Daddlers,0,,,,,party-daddlers-cs-go
PartyDaddlers,0,,,,,partydaddlers
PB,0,,,,,pb
PCBox,0,,,,,pcbox2861
PCWteamBACKbrb,0,,,,,pcwteambackbrb4420
PD.International,0,,,,,pdinternational
pDM,0,,,,,pdm
Peeker's Advantage,2,0,0,2,,peekers-advantage
Perfectionvore,0,,,,,perfectionvore
Perspektiva,3,0,0,3,,perspektiva
Pete's Hookah Lounge,2,0,0,2,,petes-hookah-lounge
PEX Team,0,,,,,pex-team
PEY,3,2,0,1,,pey
PFP,0,,,,,pfp
PGL Staff,1,0,0,1,,pgl-staff2933
PGT Gaming,0,,,,,pgt-gaming
Phantoms,0,,,,,phantoms-cs-go
Phoenix,0,,,,,phoenix
Phoenix e-Sports,0,,,,,phoenix-e-sports
PhysX eSports,0,,,,,physx-esports
Pichau,0,,,,,pichau
PiedPiper,0,,,,,piedpiper
PigsRUs,0,,,,,pigsrus344
pińćsyt+,0,,,,,pi-syt8712
Pink Zinic,0,,,,,pink-zinic
Pixel,0,,,,,pixel8074
Pixel,0,,,,,pixel
PLAAAAAATE,0,,,,,plaaaaaate7443
Planetkey Ladies,2,0,0,2,,planetkey-ladies
Plantronics,6,2,0,4,,plantronics
Platinium eSport,3,1,0,2,,platinium-esport503
play2win,0,,,,,play2win
PlayArt Gaming,0,,,,,playart-gaming-cs-go
play despacito,1,0,0,1,,play-despacito
PlayFive,0,,,,,playfive
Playing Ducks Female,2,0,0,2,,playing-ducks-female
Playing Ducks INT,0,,,,,playing-ducks-int
PLAYZONE,1,0,0,1,,playzone2262
Please Send Help,3,1,0,2,,please-send-help
PLMEs.Violight,0,,,,,plmesviolight
plusvee,0,,,,,plusvee
POBEDA,0,,,,,pobeda157
pod virtual gaming,0,,,,,pod-virtual-gaming
POGGERZ,1,0,0,1,,poggerz
Polaris Gaming,2,1,0,1,,polaris-gaming305
Pompa Team,16,5,0,11,,pompa-team
Pompa Team Black,1,0,0,1,,pompa-team-black7184
Pompa Team Yellow,0,,,,,pompa-team-yellow
POPPERS,0,,,,,poppers
POPPERS ,0,,,,,poppers-
POPPERS CS:GO,0,,,,,poppers-csgo
PortaL Esports,4,0,0,4,,portal-esports
PORTUGUESE FAMILY,4,2,0,2,,portuguese-family
pow,5,1,0,4,,pow
PRANA,0,,,,,prana
preanus,2,1,0,1,,preanus
prem1er,0,,,,,prem1er
premghouls,1,0,0,1,,premghouls
Premier Rejects,7,0,2,5,,premier-rejects8288
Preparation,0,,,,,preparation2421
Preparation,0,,,,,preparation9299
Pride Academy,0,,,,,pride-academy
PRIES,0,,,,,pries
PRIMETIME,0,,,,,primetime
PRIVET UKRAINA,0,,,,,privet-ukraina
Prodigy Gaming,1,0,0,1,,prodigy-gaming
ProGaming e-Sports,0,,,,,progaming-e-sports
ProGaming.TD,0,,,,,progaming-td-cs-go
PROGRESSION,1,0,0,1,,progression280
Project Eversio,3,0,0,3,,project-eversio
Project Skyline,0,,,,,project-skyline
Project X,18,10,0,8,,project-x-1
Property,16,6,0,10,,property
Prophecy,0,,,,,prophecy
Prospects,0,,,,,prospects
ProXima Gaming,0,,,,,proxima-gaming
Publiclir.se,0,,,,,publiclirse
Puddi,0,,,,,puddi571
Puggers United,1,0,0,1,,puggers-united1940
PUGSTAR5,6,2,0,4,,pugstar5
Pulsecore,1,0,0,1,,pulsecore-gaming5320
PulSe-Gaming,0,,,,,pulse-gaming7811
purification,0,,,,,purification5722
Puzzle,0,,,,,puzzle990
QeeYou,3,1,0,2,,qeeyou6824
QKM,0,,,,,qkm4320
Qlimax Crew,0,,,,,qlimax-crew
qqqy,1,0,0,1,,qqqy
QuackPack,4,1,0,3,,quackpack2474
Quantic Gaming,0,,,,,quantic-gaming-cs-go
Queen Consolidated,0,,,,,queen-consolidated
Quiet Please,2,0,0,2,,quiet-please8330
Quit,0,,,,,quit899
qwerty,2,0,0,2,,qwerty
r2r,0,,,,,r2r6885
Radix eSports,0,,,,,radix-esports
RAIDERS,0,,,,,raiders
Raised by Wolves,0,,,,,raised-by-wolves
Rampage Killers,0,,,,,rampage-killers
RampageKillers,0,,,,,rampagekillers
Random 5,1,0,0,1,,random-51331
Rão E-SPORTS,2,0,0,2,,rao-e-sports
Rascal Jester,0,,,,,rascal-jester6763
Rascal Jester Absolute,0,,,,,rascal-jester-absolute9094
Rasta.Xd,1,0,0,1,,rasta-xd7553
RatsOfTheYear,2,2,0,0,,ratsoftheyear6691
RAVE,4,2,0,2,,rave-1
RBR,0,,,,,rbr
RCL,6,3,0,3,,rcl
RCTIC eSports Blue,0,,,,,rctic-esports-blue
rEAK,5,0,3,2,,reak1010
Really Old People,2,0,0,2,,really-old-people
Reason Gaming,6,2,0,4,,madjick8660
Reason Gaming.dk,0,,,,,reason-gaming-dk
Rebellion,0,,,,,rebellion5040
Recall THE END,1,0,0,1,,recall-the-end3204
Recursive eSports,0,,,,,recursive-esports
RedBloods,0,,,,,redbloods
RED Canids,3,0,0,3,,red-canids-1
Red Dead eSports,0,,,,,red-dead-esports
Red devils,0,,,,,red-devils
RedFear eSPORTS,0,,,,,redfear-esports3514
Red Instinct,0,,,,,red-instinct
Red Instinct,3,1,0,2,,red-instinct-rising-stars4876
Red Instinct - Rising Stars,0,,,,,red-instinct-rising-stars8954
RedLine eSports‎,0,,,,,redline-esports
Redzone,0,,,,,redzone
REHTI,0,,,,,rehti
ReinadoDoFuzil,2,0,0,2,,reinadodofuzil
Rejected,0,,,,,rejected
Rekt eSports,0,,,,,rekt-esports904
RELiABLE GAMiNG,0,,,,,reliable-gaming
Reliable Gaming Network,0,,,,,reliable-gaming-network
Remo Brave e-Sports,0,,,,,remo-brave-e-sports
Replays.net,0,,,,,replaysnet
repskops,1,0,0,1,,repskops
RESEAUX,4,0,0,4,,reseaux
Resistance,4,0,1,3,,resistance
Resolute,0,,,,,resolute
REViTAL Gaming,0,,,,,revital-gaming
Revival,0,,,,,revival-csgo
Revolt,7,3,0,4,,revolt
Revolte!,0,,,,,revolte
RevoltZ e-Sports Club,4,2,0,2,,revoltz-e-sports-club
Revolution,1,0,0,1,,revolution3103
Revolution Gaming,0,,,,,revolution-gaming
Rex Regum Qeon,1,0,0,1,,rex-regum-qeon-1
/r/GlobalOffensive,5,2,0,3,,r-globaloffensive7718
RGN.tv,5,3,0,2,,rgn-tv8789
Rift Gaming,0,,,,,rift-gaming
RINS,0,,,,,rins9049
Riot Gaming,4,2,0,2,,riot-gaming
Riotous Raccoons,0,,,,,riotous-raccoons
Rise and Grind,0,,,,,rise-and-grind
Rising-Stars,3,1,0,2,,rising-stars
rizeGaming,2,0,0,2,,rizegaming-female
rizeGaming,0,,,,,rizegaming1676
ROAR,2,0,0,2,,roar
Roar eSports,6,2,3,1,,roar-esports
ROCCAT,1,0,0,1,,roccat2649
Rocketlaunchers,6,2,0,4,,rocketlaunchers
ROCKSTAR,0,,,,,rockstar
ROG Female,2,0,0,2,,rog-female1829
Rogue Academy,1,0,0,1,,rogue-academy1429
Romania Female,4,2,0,2,,romania-female
RONIN,3,1,0,2,,ronin
RONIN5 Gaming,0,,,,,ronin5-gaming
Ronin Horde,2,0,0,2,,ronin-horde
Room On Fire,0,,,,,room-on-fire
RoughNeX,1,0,0,1,,roughnex4351
RoughTimes,0,,,,,roughtimes
ROYAL,2,1,0,1,,royal
Royal Bandits,22,8,0,14,,royal-bandits
Royal Bandits Female,3,1,0,2,,royal-bandits-female6223
Royal Flush Seven,0,,,,,royal-flush-seven
ROYALS UK,15,1,0,14,,royals-uk834
RTB,2,0,0,2,,rtb
Rudy's Players Club,7,0,2,5,,rudy-s-players-club9241
Rudy's Players Club,0,,,,,rudys-players-club
Runtime.gg,2,0,0,2,,runtime-gg
RUNUP,5,3,0,2,,runup
Rush3D,0,,,,,rush3d
Russian eSF,4,0,0,4,,russian-esf9746
Russian Roulette,0,,,,,russian-roulette
S2V Esports,0,,,,,s2v-esports
Sabertooth,6,2,0,4,,sabertooth2082
Sad Story,1,0,0,1,,sad-story
Safe,0,,,,,safe1649
Saints,4,2,0,2,,saints
Salamander Gaming,12,5,0,7,,salamander-gaming
samba,0,,,,,samba7519
Samhall,0,,,,,samhall3790
Santos Dexterity,2,0,0,2,,santos-dexterity185
Santos Dexterity,0,,,,,santos-dexterity
SapphireKelownaDotCom,0,,,,,sapphirekelownadotcom
Savage,4,1,0,3,,savage-1
Save's eSports,5,1,0,4,,saves-esports
Savor the Fear,2,0,0,2,,savor-the-fear5461
sB.red,0,,,,,sb-red1884
SC e-Sports,1,0,0,1,,sc-e-sports
schlaegeros,0,,,,,schlaegeros9457
Se7en eSports,15,6,0,9,,se7en-esports-2
SEAL,4,1,0,3,,seal7178
Secret,0,,,,,secret
Sector One,3,1,0,2,,sector-one1375
Seelachs,0,,,,,seelachs8473
Seleccion Argentina,0,,,,,seleccion-argentina
Selfless Gaming,0,,,,,selfless-gaming
Selfless Gaming Female,0,,,,,selfless-gaming-female
se mi puta,0,,,,,se-mi-puta
Sentinel EC,0,,,,,sentinel-ec
Sequential Gaming,0,,,,,sequential-gaming
Serpentis eSports,0,,,,,serpentis-esports
Server-Forge,0,,,,,serverforge-cs-go
Sespåmermaid,0,,,,,sesp-mermaid4964
SetToDestroyX,2,1,0,1,,settodestroyx
seven,0,,,,,seven
SFTO eSports,0,,,,,sfto-esports418
SFTO eSports,0,,,,,sfto-esports
S-Gaming,40,12,0,28,,s-gaming
Shadows Gaming,0,,,,,shadows-gaming
SharkConfig,0,,,,,sharkconfig738
SharkGaming,0,,,,,sharkgaming4464
Shark Gaming Female,2,0,0,2,,shark-gaming-female1807
Sherifi,0,,,,,sherifi8569
shipachi,1,0,0,1,,shipachi
Shlaegeros,0,,,,,shlaegeros6575
Shockwave,0,,,,,shockwave
Shukufuku Sunshine,0,,,,,shukufuku-sunshine7481
SHUTDOWN,0,,,,,shutdown7696
Si.Army,4,3,0,1,,si-army
SICKNASTY eSports,0,,,,,sicknasty-esports5502
sickteam,1,0,0,1,,sickteam9964
Sigma!,0,,,,,sigma146
Signature Jynx,0,,,,,signature-jynx
silhouette,6,2,0,4,,silhouette3790
Silver Snipers,1,0,0,1,,silver-snipers
Simplyshredded,0,,,,,simplyshredded
SimRai,1,0,0,1,,simrai9910
SinisterGG,0,,,,,sinistergg
SiteCS,0,,,,,sitecs
SJK eSports,0,,,,,sjk-esports
SKB-EC,0,,,,,skb-ec4599
SKC,0,,,,,skc
SKDC,7,0,1,6,,skdc8112
SK E-SPORTS,0,,,,,sk-e-sports
SK Gaming Staff,2,0,0,2,,sk-gaming-staff4153
Skillside,0,,,,,skillside
Skillz.lv,10,5,0,5,,skillz-lv6244
Skinlordz,1,0,0,1,,skinlordz
skip school,2,1,0,1,,skip-school
SkitLite,2,1,0,1,,zorro9429
SkitLite Gaming,0,,,,,skitlite-gaming
Skyred,0,,,,,skyred
SLABOUMIE,0,,,,,slaboumie
SlavikFlavor,1,0,0,1,,slavikflavor829
Slow Motion,0,,,,,slow-motion
SLTV Staff,6,3,0,3,,sltv-staff9485
small meats,1,0,0,1,,small-meats
smiechawahehe,2,1,0,1,,smiechawahehe4495
Smoke Criminals,37,14,0,23,,smoke-criminals
SMOKESPIEGEL,0,,,,,smokespiegel
Snabbabrillor,1,0,0,1,,snabbabrillor9883
SnailsMoneyCrew,1,0,0,1,,snailsmoneycrew
Snakes Den Gaming,0,,,,,snakes-den-gaming
Sniper Squad,3,0,0,3,,sniper-squad7934
SNOGARD Dragons,0,,,,,snogard-dragons
snT,0,,,,,snt3959
SoaR Gaming,8,3,0,5,,soar-gaming4288
SofaKingGood,0,,,,,sofakinggood
SOLARIS Esports Female,2,0,0,2,,solaris-esports-female
Soldiers,0,,,,,soldiers
Soldiers of Fortune,0,,,,,soldiers-of-fortune
solemn,0,,,,,solemn
Solution Gaming,0,,,,,solution-gaming
Sons of Tzu Gaming,1,0,0,1,,sons-of-tzu-gaming
Sorby eSport,0,,,,,sorby-esport
South,0,,,,,south
Space Academy,4,2,0,2,,space-academy2547
Space Jam,10,4,0,6,,space-jam6527
SPAGHETTONIS,2,0,0,2,,spaghettonis
Sparta Gaming,6,1,0,5,,sparta-gaming
Spartak Esports,19,7,0,12,,spartak-esports
Spassk,1,0,0,1,,spassk6246
Speedrunners,0,,,,,speedrunners
SpeedRunners,6,3,0,3,,speedruners
Spirifex Female,3,2,0,1,,spirifex-female
Spirit,0,,,,,spirit1161
Sponsored by Nobody,0,,,,,sponsored-by-nobody9285
Sponsorless,0,,,,,sponsorless
Sports.Power Club,1,0,0,1,,sports-power-club1511
Sprintfox,0,,,,,sprintfox
SPUERHUNDE,0,,,,,spuerhunde
SPURHUNDE,0,,,,,spurhunde
ss5$,0,,,,,ss51554
SSF,1,0,0,1,,ssf634
SSU eSports,0,,,,,ssu-esports
STARRYGAME.female,2,1,0,1,,starrygame-female3172
SteelShock Gaming,0,,,,,steelshock-gaming
Stepback,0,,,,,stepback
stfuNerd,0,,,,,stfunerd
Stifmeister Gaming,0,,,,,stifmeister-gaming
Still Free,0,,,,,still-free
Storm Rider,4,2,0,2,,storm-rider
StormStudio,1,0,0,1,,stormstudio2726
Strange Tactics,0,,,,,strange-tactics
Streamline,0,,,,,streamline
Strife Esports,7,0,0,7,,strife-esports
Strive in chaos,2,1,0,1,,strive-in-chaos
struggletony,1,1,0,0,,struggletony
subliminaL,0,,,,,subliminal
Sudden Fear,0,,,,,sudden-fear
Sunken Souls,0,,,,,sunken-souls6997
Super6,0,,,,,super6
Supernova,1,0,0,1,,supernova
SUPERTEAM,0,,,,,superteam1547
Supremacy,0,,,,,supremacy4203
Sushi in Panties,1,0,0,1,,sushi-in-panties9342
Swarm Gaming,0,,,,,swarm-gaming
Swole Identity,0,,,,,swole-identity
sX,0,,,,,sx
SY_b,0,,,,,syb
SYF Gaming,2,0,0,2,,syf-gaming5564
sygytt,0,,,,,sygytt
sylloM,0,,,,,syllom4096
SYNRGY Gaming,0,,,,,synrgy-gaming
Synthetik Gaming,2,0,0,2,,synthetik
sZavoda,1,0,0,1,,szavoda
TABOO,2,0,0,2,,taboo
TaiwanZ,0,,,,,taiwanz9041
Take Aim Gaming,3,2,0,1,,take-aim-gaming
TAKTIKSTATIV,0,,,,,taktikstativ
TAKTISTATIV,0,,,,,taktistativ729
TANTRUM,0,,,,,tantrum
TapTapTap!,0,,,,,taptaptap1878
Tarantula Gaming,0,,,,,tarantula-gaming
TaxiBoys,0,,,,,taxiboys
-tba-,0,,,,,-tba-
TBA,0,,,,,tba7234
TBA,0,,,,,tba5140
TBA,0,,,,,tba7160
TBA,0,,,,,tba310
TBA,0,,,,,tba9044
TBA,0,,,,,tba7659
TBATBATBA,0,,,,,tbatbatba
TBD,0,,,,,tbd9333
TBD,0,,,,,tbd4884
TBi,0,,,,,tbi
TC,0,,,,,tc
TC,0,,,,,tc5653
TCM-Gaming,0,,,,,tcm-gaming
TDA,0,,,,,tda7046
TDJSF,1,0,0,1,,tdjsf5849
Team1,7,5,0,2,,team1
Team11,0,,,,,team11
Team123,18,5,0,13,,team123
team1231,0,,,,,team12318811
Team1337,8,4,0,4,,team13377725
Team 3V,0,,,,,team-3v
tEAM41,1,0,0,1,,team415689
Team4Balkan,2,0,0,2,,team4balkan7629
TEAM4NOT,0,,,,,team4not-cs-go
Team5,5,1,0,4,,team54860
team_7777,0,,,,,team-77779449
teamabv,1,0,0,1,,teamabv
Team Aftershock,5,1,0,4,,team-aftershock
Team AGENT,0,,,,,team-agent
Team AGG-old,22,2,1,19,,team-agg
Team Alientech.Black,0,,,,,team-alientechblack
Team Alientech.Blue,0,,,,,team-alientechblue
Team Alternate.fe,0,,,,,team-alternatefe
Team Alternate Female,0,,,,,alternate-female
teamasd,5,1,0,4,,teamasd9909
Team Aster,6,2,0,4,,team-aster-1
Team Aunkere,1,0,1,0,,team-aunkere
Team b1t,1,1,0,0,,team-b1t
Team Banhammer,0,,,,,team-banhammer
Team BEASTS,4,2,0,2,,team-beasts
Team BlackOut,15,6,0,9,,team-blackout
Team Bovines,0,,,,,team-bovines
Team Brazil,0,,,,,team-brazil-1
Team Brute,7,2,0,5,,team-brute
Team Buster,2,0,0,2,,team-buster
Team Censored,0,,,,,team-censored2695
Team CodeRedGaming,0,,,,,team-coderedgaming
TeamCRG,0,,,,,teamcrg-cs-go
TEAMCRGUK,2,1,0,1,,teamcrguk1497
Team Curse,0,,,,,curse-cs-go
Team Curse,0,,,,,curse-cs-go-europe
Team Divine,0,,,,,team-divine
Team DWFN,1,0,0,1,,team-dwfn
Team Dynamic,0,,,,,team-dynamic
Team E4US,0,,,,,team-e4us
Team Edward,8,4,0,4,,team-edward
Team EnVyUs 2vs2,2,0,0,2,,team-envyus-2vs25527
Team eu4ia,0,,,,,team-eu4ia
Team Evelone192,3,1,0,2,,team-evelone192
Team Excellency,3,1,0,2,,team-excellency
Team eXtensive,0,,,,,extensive-cs-go
Team eXtensive!,0,,,,,team-extensive
Team FeroX,0,,,,,team-ferox
TeamFist,0,,,,,teamfist7800
Team Forge,1,0,0,1,,team-forge
Team France,3,1,1,1,,team-france
Team From Korea,0,,,,,team-from-korea
Team Front,1,0,0,1,,team-front
Team FuroX,0,,,,,team-furox
Team Gamerdesk,0,,,,,team-gamerdesk
Team Genus,1,0,0,1,,team-genus6422
Team GeT_RiGhT,1,1,0,0,,team-get-right
Team Go Home,0,,,,,team-go-home
TEAMGOK,0,,,,,teamgok374
Team HD,1,0,0,1,,team-hd
Team HeatoN,5,0,0,5,,team-heaton
Team Hungary,3,1,0,2,,team-hungary
Team Ignite,0,,,,,team-ignite
team imperial,0,,,,,team-imperial
Team Infused,12,1,1,10,,team-infused-cs-go
Team iNvictus,1,0,0,1,,team-invictus2537
Team Italy,4,1,0,3,,team-italy1000
Team Jaguar,0,,,,,team-jaguar
Team Kaliber,0,,,,,team-kaliber1385
Team kennyS,6,4,0,2,,team-kennys
Team Koalas,4,0,0,4,,team-koalas
Team Kyrgyzstan,2,1,0,1,,team-kyrgyzstan
Team LDLC.com Espoir,0,,,,,team-ldlc-espoir
Team LDLC White,12,1,2,9,,ldlc-white5082
Team LeiSuRe,2,1,0,1,,leisure-csgo
TeamLessNana,0,,,,,teamlessnana
teamLose,2,1,0,1,,teamlose
Team LZ,5,1,1,3,,team-lz2123
Team Maikelele,6,5,0,1,,team-maikelele
Team Maldives,4,1,0,3,,team-maldives2315
Team MamuPlay,0,,,,,team-mamuplay4284
Team Maple,3,1,0,2,,team-maple
TEAMMATE,0,,,,,teammate
Team Menace.fi,2,0,0,2,,team-menace-fi8719
Team Mistral,2,1,0,1,,mistral9320
Team Monarchs,0,,,,,team-monarchs
Team MRN,0,,,,,team-mrn
Team MxB,1,0,0,1,,team-mxb
Team Mysticz,0,,,,,team-mysticz6701
Team NEO,6,4,0,2,,team-neo
Team Norway Female,2,0,0,2,,team-norway-female
Team Onliners,3,1,0,2,,team-onliners
Team-Optimum,0,,,,,team-optimum
Team Outbreak,0,,,,,team-outbreak
Team pashaBiceps,5,1,0,4,,team-pashabiceps
Team Phenomenon,4,3,0,1,,team-phenomenon
Team Phoenix,0,,,,,team-phoenix
TEAMPLAY,1,0,0,1,,teamplay7921
Team Portugal,1,0,1,0,,team-portugal
Team Preparation.Yellow,0,,,,,team-preparationyellow
Team Private,0,,,,,team-private
Team Project Evolution,0,,,,,team-project-evolution
Team Prospects,4,1,0,3,,team-prospects2180
Team QUAZAR,5,2,0,3,,team-quazar
Team Queso,1,0,0,1,,team-queso
Team Quest,0,,,,,team-quest
Team Question Mark,0,,,,,team-question-mark
Team Refuse Academy,0,,,,,team-refuse-academy
Team RevolutioN,0,,,,,team-revolution8606
Team RivaL,0,,,,,team-rival
Team ROCCAT,4,0,0,4,,team-roccat
Team-Russia,4,2,0,2,,team-russia5503
Team RVN,0,,,,,team-rvn3867
Team s1mple,1,0,0,1,,team-s1mple
Team S2,0,,,,,team-s2
Team Sampi,1,0,0,1,,team-sampi
Team Savage,0,,,,,team-savage
Team Secret 2vs2,2,0,0,2,,team-secret-2vs22999
Team Server-Forge,0,,,,,team-server-forge
Team SeventySeven,0,,,,,team-seventyseven
TeamSG,0,,,,,teamsg151
Team Shoke,3,2,0,1,,team-shoke
Team Sigma,0,,,,,team-sigma
Team Singularity Female,5,5,0,0,,team-singularity-female
Team Skyfire,4,0,0,4,,team-skyfire
Team Smoke,1,0,0,1,,team-smoke
Team smooya,1,0,0,1,,team-smooya
team solemn,0,,,,,team-solemn
Team South Africa,4,0,0,4,,team-south-africa1576
Team Spotnet,2,0,0,2,,team-spotnet2246
Team Squeaky,1,1,0,0,,team-squeaky
Team STORM,0,,,,,team-storm
Team Streamline,0,,,,,team-streamline
Team SubliminaL,0,,,,,team-subliminal
Team Supremacy,0,,,,,team-supremacy
Team TBA,4,3,0,1,,team-tba7218
Team Toxic,1,0,0,1,,team-toxic
Team Tricksters,0,,,,,team-tricksters
Team WESSEX,0,,,,,team-wessex
Team Wild,5,2,0,3,,team-wild
Team WinFakt,0,,,,,team-winfakt
Team WinneR,0,,,,,team-winner
 TeaM WinneR,0,,,,,team-winner503
Team-Xapso,6,1,0,5,,xapso-cs-go
Team XENEX,0,,,,,team-xenex
Team xXx,0,,,,,team-xxx-cs-go
Team xXx,0,,,,,team-xxx
Team Yetti,0,,,,,team-yetti5087
Tectonic,0,,,,,tectonic
TeigMasters,4,2,0,2,,teigmasters
Temperate,1,0,0,1,,temperate
Temp.no,3,0,0,3,,temp-no-cs-go
Temp.no,0,,,,,tempno
Tempo Gaming,0,,,,,tempo-gaming
Tempo Storm SE,1,0,0,1,,tempo-storm-se
temptation,0,,,,,temptation
Tenerife Titans,0,,,,,tenerife-titans
Tera-Gaming e.V.,0,,,,,tera-gaming-ev
Test,0,,,,,test9579
Test 2,0,,,,,test-28859
Test Takers,6,3,0,3,,test-takers
TG.FireStorm,0,,,,,tg-firestorm2420
ThailandAny1,0,,,,,thailandany1
The Dice,0,,,,,the-dice
The Entourage,4,1,0,3,,the-entourage
The Fundamentals,4,0,0,4,,the-fundamentals4312
The Gosu Crew,1,0,0,1,,the-gosu-crew2299
The Hawks!,0,,,,,the-hawks
The Imperial,7,6,0,1,,the-imperial
The Legacy of JeNume,1,0,0,1,,the-legacy-of-jenume
